Movie,URL,Year,Director,Cast,Genre
Smashed,https://en.wikipedia.org/wiki/Smashed_(film),2012,James Ponsoldt,"Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally, Kyle Gallner, Mary Kay Place, Octavia Spencer, Bree Turner, Mackenzie Davis, Patti Allison, Richmond Arquette, Natalie Dreyfuss",Dramatic comedy
Snow White & the Huntsman,https://en.wikipedia.org/wiki/Snow_White_%26_the_Huntsman,2012,Rupert Sanders,"Kristen Stewart, Charlize Theron, Chris Hemsworth, Sam Claflin, Ian McShane, Bob Hoskins, Ray Winstone, Nick Frost, Toby Jones, Johnny Harris, Eddie Marsan, Brian Gleeson, Lily Cole, Sam Spruell, Vincent Regan, Noah Huntley","Action, Fantasy"
Sound of My Voice,https://en.wikipedia.org/wiki/Sound_of_My_Voice,2012,Zal Batmanglij,"Christopher Denham, Nicole Vicius, Brit Marling, Avery Pohl",Psychological thriller
Sparkle,https://en.wikipedia.org/wiki/Sparkle_(2012_film),2012,Salim Akil,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, Cee Lo Green","Drama, Musical"
Star Wars: Episode I – The Phantom Menace 3D,https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace,2012,George Lucas,"Liam Neeson, Ewan McGregor, Jake Lloyd, Ahmed Best, Pernilla August, Ian McDiarmid, Anthony Daniels, Kenny Baker, Frank Oz, Ray Park, Silas Carson, Sofia Coppola, Keira Knightley, Samuel L. Jackson",Sci-fi
Step Up Revolution,https://en.wikipedia.org/wiki/Step_Up_Revolution,2012,Scott Speer,"Ryan Guzman, Kathryn McCormick, Misha Gabriel, Cleopatra Coleman, Stephen ""tWitch"" Boss, Adam G. Sevani, Tommy Dewey and Peter Gallagher","Dance, Drama, Romance"
Stolen,https://en.wikipedia.org/wiki/Stolen_(2012_film),2012,Simon West,"Nicolas Cage, Danny Huston, Malin Åkerman, Sami Gayle, Mark Valley and Josh Lucas",Action thriller
The Swan Princess Christmas,https://en.wikipedia.org/wiki/The_Swan_Princess_Christmas,2012,Richard Rich,"Yuri Lowenthal, Elle Deets, David Lodge, G. K. Bowes, Doug Stone, Brian Nissen, Clayton James Mackay, James Arrington, Joey Lotsko","Animated, Family, 3D"
Taken 2,https://en.wikipedia.org/wiki/Taken_2,2012,Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen and Rade Šerbedžija, Leland Orser, Jon Gries, D. B. Sweeney, Luke Grimes, Aclan Bates, Kevork Malikyan",Action thriller
The Tall Man,https://en.wikipedia.org/wiki/The_Tall_Man_(2012_film),2012,Pascal Laugier,"Jessica Biel, Jodelle Ferland, William B. Davis, Samantha Ferris, Colleen Wheeler, Garwin Sanford, Janet Wright, Eve Harlow, John Mann, Teach Grant, Ferne Downey, introducing Jakob Davies and Stephen McHattie","Horror, Mystery"
Ted,https://en.wikipedia.org/wiki/Ted_(film),2012,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Patrick Warburton, Jessica Stroup, Laura Vandervoort, Ralph Garman",Comedy
That's My Boy,https://en.wikipedia.org/wiki/That%27s_My_Boy_(2012_film),2012,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Eva Amurri, Susan Sarandon, James Caan, Milo Ventimiglia, Will Forte, Colin Quinn, Todd Bridges, Vanilla Ice, Ian Ziering, Rex Ryan, Luenell, Ciara, Peggy Stewart, Tony Orlando, Alan Thicke, Dan Patrick, Blake Clark, Nick Swardson, Ana Gasteyer, Baron Davis",Comedy
Think Like a Man,https://en.wikipedia.org/wiki/Think_Like_a_Man,2012,Tim Story,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart, Taraji P. Henson, Terrence J, Romany Malco, Gabrielle Union, Steve Harvey, Gary Owen, Chris Brown, Wendy Williams, Tony Rock, La La Anthony, Sherri Shepherd, Tika Sumpter, Keri Hilson, Kelly Rowland, Jenifer Lewis",Romantic comedy
This Is 40,https://en.wikipedia.org/wiki/This_Is_40,2012,Judd Apatow,"Leslie Mann, Paul Rudd, John Lithgow, Megan Fox and Albert Brooks, Iris Apatow, Maude Apatow, Melissa McCarthy, Robert Smigel, Charlyne Yi",Comedy
This Means War,https://en.wikipedia.org/wiki/This_Means_War_(film),2012,McG,"Tom Hardy, Chris Pine, Reese Witherspoon, Chelsea Handler, Abigail Spencer, Til Schweiger, Laura Vandervoort, Leela Savasta, Angela Bassett","Comedy, Spy film"
A Thousand Words,https://en.wikipedia.org/wiki/A_Thousand_Words_(film),2012,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ariel Winter, Steve Little, John Witherspoon, Jack McBrayer",Comedy-drama
The Three Stooges,https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film),2012,Farrelly brothers,"Chris Diamantopoulos, Will Sasso, Sean Hayes, Jane Lynch, Larry David, Brian Doyle-Murray, Sofía Vergara, Jennifer Hudson, Lin Shaye, Stephen Collins, Carly Craig, Craig Bierko, Kirby Heyborne, Isaiah Mustafa, Dwight Howard, Kate Upton",Comedy
Thunderstruck,https://en.wikipedia.org/wiki/Thunderstruck_(2012_film),2012,John Whitesell,"Kevin Durant, Taylor Gray, Brandon T. Jackson, Doc Shaw, Jim Belushi","Family, Sports comedy"
Titanic 3D,https://en.wikipedia.org/wiki/Titanic_(1997_film),2012,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Francis Fisher, Gloria Stuart, Bill Paxton, Bernard Hill, David Warner, Victor Garber, Jonathan Hyde, Eric Braeden, Bernard Fox, Suzy Amis, Danny Nucci, Lewis Abernathy, Nicholas Cascone",Drama
Tomorrow You're Gone,https://en.wikipedia.org/wiki/Tomorrow_You%27re_Gone,2012,David Jacobson,"Michelle Monaghan, Willem Dafoe, Stephen Dorff",Thriller
Total Recall,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),2012,Len Wiseman,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston, John Cho and Bill Nighy, Bokeem Woodbine","Action thriller, Science fiction"
Touchback,https://en.wikipedia.org/wiki/Touchback_(film),2012,Don Handfield,"Brian Presley, Melanie Lynskey, Marc Blucas, with Kurt Russell and Christine Lahti, Sarah Wright, Sianoa Smit-McPhee, Drew Powell, Kevin Covais, Steve Turner, James Duval",Drama
Trouble with the Curve,https://en.wikipedia.org/wiki/Trouble_with_the_Curve,2012,Robert Lorenz,"Clint Eastwood, Amy Adams, Justin Timberlake and John Goodman, Matthew Lillard, Scott Eastwood","Drama, Sports"
Underworld: Awakening,https://en.wikipedia.org/wiki/Underworld:_Awakening,2012,Måns Mårlind and Björn Stein,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley and Charles Dance","Action, Horror"
The Unspeakable Act,https://en.wikipedia.org/wiki/The_Unspeakable_Act,2012,Dan Sallitt,"Tallie Medel, Sky Hirschkron, Aundrea Fares, Kati Schwartz, Caroline Luft, Eleanore Pienta, Collin Summers, Caitlin Mehner, Mike Faist, Liz Toonkel, Jessica Pinfield, Sunita Mani, Kate Lyn Sheil, Gonzalo Cordova, Zelda Knapp","Drama, Coming of age"
V/H/S,https://en.wikipedia.org/wiki/V/H/S,2012,"Adam Wingard, David Bruckner, Ti West, Glenn McQuaid, Joe Swanberg, Radio Silence",A series of found-footage shorts.,"Anthology, Horror"
Virginia,https://en.wikipedia.org/wiki/Virginia_(2010_film),2012,Dustin Lance Black,"Jennifer Connelly, Ed Harris, Emma Roberts, Harrison Gilbertson, Amy Madigan, Carrie Preston and Toby Jones",Dramedy
The Vow,https://en.wikipedia.org/wiki/The_Vow_(2012_film),2012,Michael Sucsy,"Channing Tatum, Rachel McAdams, Sam Neill, Scott Speedman and Jessica Lange",Romantic drama
Wanderlust,https://en.wikipedia.org/wiki/Wanderlust_(2012_film),2012,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Malin Åkerman, Kathryn Hahn, Lauren Ambrose and Alan Alda",Comedy
The Watch,https://en.wikipedia.org/wiki/The_Watch_(2012_film),2012,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade, Rosemarie DeWitt, Nicholas Braun, Will Forte, Erin Moriarty, Billy Crudup, Doug Jones",Sci-fi comedy
What to Expect When You're Expecting,https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film),2012,Kirk Jones,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford, Brooklyn Decker, Anna Kendrick, Matthew Morrison, Dennis Quaid, Chris Rock, Rodrigo Santoro",Romantic comedy
Won't Back Down,https://en.wikipedia.org/wiki/Won%27t_Back_Down_(film),2012,Daniel Barnz,"Maggie Gyllenhaal, Viola Davis, Oscar Isaac, Rosie Perez, Ving Rhames, Marianne Jean-Baptiste and Holly Hunter",Drama
The Words,https://en.wikipedia.org/wiki/The_Words_(film),2012,"Brian Klugman, Lee Sternthal","Bradley Cooper, Jeremy Irons, Dennis Quaid, Olivia Wilde and Zoe Saldana, Ben Barnes, Nora Arnezeder",Drama
Wrath of the Titans,https://en.wikipedia.org/wiki/Wrath_of_the_Titans,2012,Jonathan Liebesman,"Sam Worthington, Rosamund Pike, Bill Nighy, Édgar Ramírez, Toby Kebbell, Danny Huston, with Ralph Fiennes and Liam Neeson","Action-adventure, Fantasy"
Wreck-It Ralph,https://en.wikipedia.org/wiki/Wreck-It_Ralph,2012,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Horatio Sanz, and Rich Moore","Animated, Comedy, Family"
Goodbye Promise,https://en.wikipedia.org/wiki/Goodbye_Promise,2012,David Branin,"Gregor Collins, Sarah Prikryl, Brian Ronalds","Drama, Independent movie"
Zero Dark Thirty,https://en.wikipedia.org/wiki/Zero_Dark_Thirty,2012,Kathryn Bigelow,"Jessica Chastain, Jason Clarke, Joel Edgerton, Mark Strong, Chris Pratt, Kyle Chandler, Taylor Kinney, Mark Duplass, Frank Grillo, Stephen Dillane, Édgar Ramírez, Harold Perrineau, Reda Kateb, Jennifer Ehle, James Gandolfini, Scott Adkins, Mark Valley, Ricky Sekhon, John Barrowman",Action thriller
2 Guns,https://en.wikipedia.org/wiki/2_Guns,2013,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Action comedy
12 Rounds 2: Reloaded,https://en.wikipedia.org/wiki/12_Rounds_2:_Reloaded,2013,Roel Reiné,"Randy Orton, Brian Markinson, Venus Terzo",Action
12 Years a Slave,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),2013,Steve McQueen,"Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Sarah Paulson, Brad Pitt, Alfre Woodard",Drama
20 Feet from Stardom,https://en.wikipedia.org/wiki/20_Feet_from_Stardom,2013,Morgan Neville,A look at the lives of background singers.,Documentary
21 and Over,https://en.wikipedia.org/wiki/21_%26_Over_(film),2013,Jon Lucas and Scott Moore,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright",Comedy
3 Geezers!,https://en.wikipedia.org/wiki/3_Geezers!,2013,Michelle Schumacher,"J. K. Simmons, Basil Hoffman, Tim Allen, Scott Caan, Breckin Meyer",Comedy
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,https://en.wikipedia.org/wiki/30_Nights_of_Paranormal_Activity_with_the_Devil_Inside_the_Girl_with_the_Dragon_Tattoo,2013,Craig Moss,"Kathryn Fiore, Ben Morrison, French Stewart","Comedy, Parody"
42,https://en.wikipedia.org/wiki/42_(film),2013,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Christopher Meloni, John C. McGinley, Lucas Black, Alan Tudyk, Nicole Beharie, C. J. Nitkowski, Brett Cullen, Kelley Jakle, Ryan Merriman, T. R. Knight, Hamish Linklater","Bio-pic, Sports"
47 Ronin,https://en.wikipedia.org/wiki/47_Ronin_(2013_film),2013,Carl Erik Rinsch,"Keanu Reeves, Tadanobu Asano, Hiroyuki Sanada, Rinko Kikuchi, Kou Shibasaki, Jin Akanishi, Min Tanaka, Cary-Hiroyuki Tagawa","Action, Fantasy"
9 Full Moons,https://en.wikipedia.org/wiki/9_Full_Moons,2013,Tomer Almagor,"Amy Seimetz, Bret Roberts, Donal Logue",Drama
"ABCs of Death, TheThe ABCs of Death",https://en.wikipedia.org/wiki/The_ABCs_of_Death,2013,See List of segments,"A collection of 26 individual chapters, each aligned with a letter of the alphabet.","Anthology, Horror"
Abandoned Mine,https://en.wikipedia.org/wiki/Abandoned_Mine,2013,Jeff Chamberlain,"Alex Vega, Reiley McClendon, Saige Thompson",Horror
A.C.O.D.,https://en.wikipedia.org/wiki/A.C.O.D.,2013,Stu Zicherman,"Adam Scott, Amy Poehler, Jessica Alba, Jane Lynch, Richard Jenkins",Comedy
Admission,https://en.wikipedia.org/wiki/Admission_(film),2013,Paul Weitz,"Paul Rudd, Tina Fey, Michael Sheen, Wallace Shawn, Lily Tomlin",Dramedy
After Earth,https://en.wikipedia.org/wiki/After_Earth,2013,M. Night Shyamalan,"Jaden Smith, Will Smith","Action, Sci-Fi"
Aftershock,https://en.wikipedia.org/wiki/Aftershock_(2012_film),2013,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo",Horror-thriller
Ain't Them Bodies Saints,https://en.wikipedia.org/wiki/Ain%27t_Them_Bodies_Saints,2013,David Lowery,"Casey Affleck, Rooney Mara, Ben Foster, Rami Malek, Keith Carradine, Charles Baker, Nate Parker",Western
All Is Lost,https://en.wikipedia.org/wiki/All_Is_Lost,2013,J. C. Chandor,Robert Redford,Survival
Alone yet Not Alone,https://en.wikipedia.org/wiki/Alone_yet_Not_Alone,2013,Ray Bengston and George D Escobar,"Kelly Greyson, Natalie Racoosin, Jenn Gotzon, Clay Walker",Drama
American Hustle,https://en.wikipedia.org/wiki/American_Hustle,2013,David O. Russell,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence",Crime
Anchorman 2: The Legend Continues,https://en.wikipedia.org/wiki/Anchorman_2:_The_Legend_Continues,2013,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd, David Koechner, Steve Carell, Kristen Wiig, James Marsden, Dylan Baker, Meagan Good, Harrison Ford, Greg Kinnear, Josh Lawson, Vince Vaughn, Luke Wilson, Nicole Kidman, Fred Willard, Chris Parnell, Fred Armisen, Jim Carrey, Sacha Baron Cohen, Drake, Kirsten Dunst, Tina Fey, Will Smith, Liam Neeson, Amy Poehler, John C. Reilly, Kanye West, Billie Joe Armstrong, Mike Dirnt, Tré Cool, Jason White, Lewis Hamilton",Comedy
Angels Sing,https://en.wikipedia.org/wiki/Angels_Sing,2013,Tim McCanlies,"Harry Connick, Jr., Connie Britton, Chandler Canterbury, Fionnula Flanagan, Lyle Lovett, Willie Nelson, Kris Kristofferson",Drama
Apartment 1303 3D,https://en.wikipedia.org/wiki/Apartment_1303_3D,2013,Michael Taverna,"Mischa Barton, Rebecca De Mornay, Julianne Michelle",Horror
Apocalypse Earth,https://en.wikipedia.org/wiki/AE:_Apocalypse_Earth,2013,Thunder Levin,"Adrian Paul, Richard Grieco, Bali Rodríguez",Sci-Fi
At Any Price,https://en.wikipedia.org/wiki/At_Any_Price_(film),2013,Ramin Bahrani,"Dennis Quaid, Zac Efron, Kim Dickens, Heather Graham, Clancy Brown",Drama
Arthur Newman,https://en.wikipedia.org/wiki/Arthur_Newman_(film),2013,Dante Ariola,"Colin Firth, Emily Blunt, Anne Heche, Sterling Beaumon, Nicole LaLiberte",Drama
Artifact,https://en.wikipedia.org/wiki/Artifact_(film),2013,Jared Leto,The making of Thirty Seconds to Mars' album This Is War,Documentary
Ass Backwards,https://en.wikipedia.org/wiki/Ass_Backwards,2013,Chris Nelson,"June Diane Raphael, Casey Wilson, Alicia Silverstone, Jon Cryer, Vincent D'Onofrio, Brian Geraghty, Bob Odenkirk, Paul Scheer",Comedy
 Assault on Wall Street,https://en.wikipedia.org/wiki/Assault_on_Wall_Street,2013,Uwe Boll,"Dominic Purcell, Erin Karpluk, Edward Furlong, John Heard, Keith David, Michael Paré",Thriller
August: Osage County,https://en.wikipedia.org/wiki/August:_Osage_County_(film),2013,John Wells,"Meryl Streep, Julia Roberts, Ewan McGregor, Chris Cooper, Abigail Breslin, Benedict Cumberbatch, Juliette Lewis, Margo Martindale, Dermot Mulroney, Julianne Nicholson, Sam Shepard, Misty Upham",Dark comedy
Baggage Claim,https://en.wikipedia.org/wiki/Baggage_Claim_(film),2013,David E. Talbert,"Paula Patton, Derek Luke, Taye Diggs, Jill Scott, Boris Kodjoe, Trey Songz, Adam Brody, Tia Mowry, La La Anthony, Djimon Hounsou",Comedy
Battle of the Year,https://en.wikipedia.org/wiki/Battle_of_the_Year_(film),2013,Benson Lee,"Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz, Chris Brown","Dance, Drama"
"Baytown Outlaws, TheThe Baytown Outlaws",https://en.wikipedia.org/wiki/The_Baytown_Outlaws,2013,Barry Battles,"Andre Braugher, Eva Longoria, Clayne Crawford, Daniel Cudmore, Travis Fimmel, Billy Bob Thornton",Action
Beautiful Creatures,https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film),2013,Richard LaGravenese,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis, Emmy Rossum, Thomas Mann, Emma Thompson",Fantasy romance
Before Midnight,https://en.wikipedia.org/wiki/Before_Midnight_(film),2013,Richard Linklater,"Ethan Hawke, Julie Delpy",Romantic drama
Behind the Candelabra,https://en.wikipedia.org/wiki/Behind_the_Candelabra,2013,Steven Soderbergh,"Michael Douglas, Matt Damon, Dan Aykroyd, Scott Bakula, Rob Lowe","Bio-pic, Drama"
Beneath,https://en.wikipedia.org/wiki/Beneath_(2013_film),2013,Larry Fessenden,"Daniel Zovatto, Bonnie Dennison, Mackenzie Rosman",Horror
Beside Still Waters,https://en.wikipedia.org/wiki/Beside_Still_Waters_(film),2013,Chris Lowell,"Ryan Eggold, Britt Lower, Brett Dalton",Comedy
Best Kept Secret,https://en.wikipedia.org/wiki/Best_Kept_Secret_(film),2013,Samantha Buck,A special education teacher finds a place in the real world for her students as they prepare to leave the public school system.,Documentary
Best Man Down,https://en.wikipedia.org/wiki/Best_Man_Down,2013,Ted Koland,"Justin Long, Tyler Labine, Jess Weixler, Addison Timlin, Frances O'Connor, Shelley Long",Comedy-drama
"Best Man Holiday, TheThe Best Man Holiday",https://en.wikipedia.org/wiki/The_Best_Man_Holiday,2013,Malcolm D. Lee,"Morris Chestnut, Taye Diggs, Regina Hall, Terrence Howard, Sanaa Lathan, Nia Long, Harold Perrineau, Monica Calhoun, Melissa De Sousa",Romantic comedy
Beyond the Farthest Star,https://en.wikipedia.org/wiki/Beyond_the_Farthest_Star_(film),2013,Andrew Librizzi,"Renée O'Connor, Todd Terry, Cherami Leigh, Andrew Prine",Drama
Big Ass Spider!,https://en.wikipedia.org/wiki/Big_Ass_Spider!,2013,Mike Mendez,"Greg Grunberg, Lin Shaye, Patrick Bauchau",Sci-Fi
Big Sur,https://en.wikipedia.org/wiki/Big_Sur_(film),2013,Michael Polish,"Josh Lucas, Jean-Marc Barr, Radha Mitchell",Drama
"Big Wedding, TheThe Big Wedding",https://en.wikipedia.org/wiki/The_Big_Wedding,2013,Justin Zackham,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried, Topher Grace, Ben Barnes, Susan Sarandon, Robin Williams",Romantic comedy
Black Nativity,https://en.wikipedia.org/wiki/Black_Nativity_(film),2013,Kasi Lemmons,"Forest Whitaker, Angela Bassett, Tyrese Gibson, Jacob Latimore, Mary J. Blige, Nasir Jones, Jennifer Hudson",Musical drama
Blackfish,https://en.wikipedia.org/wiki/Blackfish_(film),2013,Gabriela Cowperthwaite,"Focuses on an orca held at SeaWorld, and the dangers of it being kept in captivity.",Documentary
Black Rock,https://en.wikipedia.org/wiki/Black_Rock_(2012_film),2013,Katie Aselton,"Katie Aselton, Lake Bell, Kate Bosworth, Will Bouvier, Jay Paulson, Anslem Richardson",Horror
"Bless Me, Ultima","https://en.wikipedia.org/wiki/Bless_Me,_Ultima_(film)",2013,Carl Franklin,"Luke Ganalon, Míriam Colón, Benito Martinez, Dolores Heredia",Drama
"Bling Ring, TheThe Bling Ring",https://en.wikipedia.org/wiki/The_Bling_Ring,2013,Sofia Coppola,"Israel Broussard, Katie Chang, Taissa Farmiga, Claire Julien, Georgia Rock, Emma Watson, Leslie Mann","Comedy, Crime"
Blue Caprice,https://en.wikipedia.org/wiki/Blue_Caprice,2013,Alexandre Moors,"Isaiah Washington, Tequan Richmond, Joey Lauren Adams, Tim Blake Nelson",Drama
Blue Jasmine,https://en.wikipedia.org/wiki/Blue_Jasmine,2013,Woody Allen,"Alec Baldwin, Cate Blanchett, Louis C.K., Bobby Cannavale, Andrew Dice Clay, Sally Hawkins, Peter Sarsgaard, Michael Stuhlbarg",Drama
Blue Ruin,https://en.wikipedia.org/wiki/Blue_Ruin,2013,Jeremy Saulnier,"Macon Blair, Devin Ratray, Eve Plumb",Thriller
"Book of Esther, TheThe Book of Esther",https://en.wikipedia.org/wiki/The_Book_of_Esther_(film),2013,David A. R. White,"Jen Lilley, Joel Smallbone, Thaao Penghlis, Robert Miano",Drama
"Book Thief, TheThe Book Thief",https://en.wikipedia.org/wiki/The_Book_Thief_(film),2013,Brian Percival,"Sophie Nélisse, Geoffrey Rush, Emily Watson, Ben Schnetzer",Drama
Bounty Killer,https://en.wikipedia.org/wiki/Bounty_Killer_(film),2013,Henry Saine,"Matthew Marsden, Kristanna Loken, Beverly D'Angelo",Action comedy
"Brass Teapot, TheThe Brass Teapot",https://en.wikipedia.org/wiki/The_Brass_Teapot,2013,Ramaa Mosley,"Juno Temple, Michael Angarano, Alexis Bledel, Alia Shawkat, Bobby Moynihan, Ben Rappaport, Billy Magnussen",Fantasy-comedy
