Movie,URL,Year,Director,Cast,Genre,Movie_ID
The Lucky One,https://en.wikipedia.org/wiki/The_Lucky_One_(film),2012,Scott Hicks,"Zac Efron, Taylor Schilling, Jay R. Ferguson, Blythe Danner",Romantic drama,3099
Madagascar 3: Europe's Most Wanted,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted,2012,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Frances McDormand, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bryan Cranston, Jessica Chastain, Martin Short, Paz Vega, Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Conrad Vernon","Animated, Family",3100
Madea's Witness Protection,https://en.wikipedia.org/wiki/Madea%27s_Witness_Protection,2012,Tyler Perry,"Tyler Perry, Eugene Levy, Denise Richards, Doris Roberts, Romeo Miller, Tom Arnold, John Amos, Marla Gibbs, Danielle Campbell, Devan Leos, Jeff Joslin",Comedy,3101
Magic Mike,https://en.wikipedia.org/wiki/Magic_Mike,2012,Steven Soderbergh,"Channing Tatum, Alex Pettyfer and Matthew McConaughey, Cody Horn, Olivia Munn, Matt Bomer, Riley Keough, Joe Manganiello, Kevin Nash, Adam Rodríguez, Gabriel Iglesias",Comedy-drama,3102
The Magic of Belle Isle,https://en.wikipedia.org/wiki/The_Magic_of_Belle_Isle,2012,Rob Reiner,"Morgan Freeman, Virginia Madsen, Kenan Thompson",Drama,3103
Maladies (2012 film),https://en.wikipedia.org/wiki/Maladies_(2012_film),2012,Carter,"James Franco, Catherine Keener, Fallon Goodson",Drama,3104
Man on a Ledge,https://en.wikipedia.org/wiki/Man_on_a_Ledge,2012,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Ed Burns, Titus Welliver, Génesis Rodríguez, Kyra Sedgwick, Ed Harris",Thriller,3105
The Man with the Iron Fists,https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Fists,2012,RZA,"Russell Crowe, Cung Le, Lucy Liu, Byron Mann, RZA, Rick Yune, David Bautista, Jamie Chung",Martial arts,3106
Marley,https://en.wikipedia.org/wiki/Marley_(film),2012,Kevin Macdonald,The life of reggae singer Bob Marley.,"Biographical, Documentary",3107
The Master,https://en.wikipedia.org/wiki/The_Master_(2012_film),2012,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern",Drama,3108
Men in Black 3,https://en.wikipedia.org/wiki/Men_in_Black_3,2012,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Rip Torn, Emma Thompson, Alice Eve, Nicole Scherzinger, Jemaine Clement, Bill Hader, Keone Young, Yuri Lowenthal (voice)",Sci-fi comedy,3109
Mirror Mirror,https://en.wikipedia.org/wiki/Mirror_Mirror_(film),2012,Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Sean Bean, Mare Winningham, Michael Lerner, Robert Emms, Mark Povinelli, Danny Woodburn, Jordan Prentice, Ronald Lee Clark, Sebastian Saraceno, Martin Klebba, Joe Gnoffo, Bonnie Bentley, Nadia Verrucci","Comedy, Fantasy",3110
"Monsters, Inc. 3D","https://en.wikipedia.org/wiki/Monsters,_Inc.",2012,"Pete Docter, Lee Unkrich, David Silverman (co-directors)","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Frank Oz","Family, Animated",3111
Moonrise Kingdom,https://en.wikipedia.org/wiki/Moonrise_Kingdom,2012,Wes Anderson,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Harvey Keitel, Marc Rizzo, Jared Gilman, Kara Hayward",Drama,3112
Nobody Walks,https://en.wikipedia.org/wiki/Nobody_Walks,2012,Ry Russo-Young,"John Krasinski, Olivia Thirlby, Rosemarie DeWitt, India Ennenga, Justin Kirk",Comedy-drama,3113
The Odd Life of Timothy Green,https://en.wikipedia.org/wiki/The_Odd_Life_of_Timothy_Green,2012,Peter Hedges,"Jennifer Garner, Joel Edgerton, CJ Adams, Ron Livingston, Dianne Wiest, Odeya Rush, Rosemarie DeWitt, Lin-Manuel Miranda, M. Emmet Walsh, Michael Arden, Lois Smith, David Morse, Common, Rhoda Griffis, Sharon Morris, Jason Davis, Cullen Moss","Dramedy, Fantasy",3114
One for the Money,https://en.wikipedia.org/wiki/One_for_the_Money_(film),2012,Julie Anne Robinson,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo, Sherri Shepherd, Debbie Reynolds",Action comedy,3115
The Oogieloves in the Big Balloon Adventure,https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure,2012,Matthew Diamond,"Toni Braxton, Cloris Leachman, Christopher Lloyd, Chazz Palminteri, Cary Elwes and Jaime Pressly, Maya Stange","Family, Musical",3116
The Oranges,https://en.wikipedia.org/wiki/The_Oranges_(film),2012,Julian Farino,"Hugh Laurie, Catherine Keener, Oliver Platt, Allison Janney, Alia Shawkat, Adam Brody, Leighton Meester",Romantic comedy,3117
The Paperboy,https://en.wikipedia.org/wiki/The_Paperboy_(2012_film),2012,Lee Daniels,"Matthew McConaughey, Zac Efron, John Cusack, Nicole Kidman, David Oyelowo, Macy Gray (narrator), Scott Glenn, Nikolette Noel, Ned Bellamy",Drama,3118
Paranormal Activity 4,https://en.wikipedia.org/wiki/Paranormal_Activity_4,2012,Henry Joost and Ariel Schulman,"Katie Featherston, Kathryn Newton, Matt Shively, Brady Allen, Aiden Lovekamp, Stephen Dunham, Alexondra Lee",Supernatural horror,3119
ParaNorman,https://en.wikipedia.org/wiki/ParaNorman,2012,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Casey Affleck, Tempestt Bledsoe, John Goodman, Jeff Garlin, Bernard Hill, Anna Kendrick, Leslie Mann, Christopher Mintz-Plasse, Elaine Stritch, Tucker Albrizzi, Alex Borstein, Jodelle Ferland","Animated, Horror comedy, Thriller",3120
Parental Guidance,https://en.wikipedia.org/wiki/Parental_Guidance_(film),2012,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush","Comedy, Family",3121
"Peace, Love, & Misunderstanding","https://en.wikipedia.org/wiki/Peace,_Love,_%26_Misunderstanding",2012,Bruce Beresford,"Jane Fonda, Catherine Keener, Jeffrey Dean Morgan, Chace Crawford, Elizabeth Olsen, Nat Wolff, Rosanna Arquette, Kyle MacLachlan",Dramedy,3122
People Like Us,https://en.wikipedia.org/wiki/People_Like_Us_(film),2012,Alex Kurtzman,"Chris Pine, Elizabeth Banks, Olivia Wilde, Michael Hall D'Addario, Mark Duplass, Philip Baker Hall, Jon Favreau, Michelle Pfeiffer",Drama,3123
The Perks of Being a Wallflower,https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film),2012,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Joan Cusack, Paul Rudd","Dramedy, Teen",3124
Piranha 3DD,https://en.wikipedia.org/wiki/Piranha_3DD,2012,John Gulager,"Danielle Panabaker, Matt Bush, David Koechner, Chris Zylka, Katrina Bowden, Gary Busey, Christopher Lloyd, David Hasselhoff, Ving Rhames, Paul Scheer, Meagan Tandy, Jean-Luc Bilodeau, Clu Gulager, Paul James Jordan, Adrian Martinez, Shanica Knowles",Horror comedy,3125
Pitch Perfect,https://en.wikipedia.org/wiki/Pitch_Perfect,2012,Jason Moore,"Anna Kendrick, Brittany Snow, Anna Camp, Rebel Wilson, Christopher Mintz-Plasse, Skylar Astin, Freddie Stroma, Alexis Knapp, Adam DeVine, Ester Dean, Brock Kelly, Elizabeth Banks, John Michael Higgins","Comedy, Musical",3126
The Possession,https://en.wikipedia.org/wiki/The_Possession_(2012_film),2012,Ole Bornedal,"Natasha Callis, Jeffrey Dean Morgan, Kyra Sedgwick, Madison Davenport, Grant Show, Matisyahu",Supernatural horror,3127
Premium Rush,https://en.wikipedia.org/wiki/Premium_Rush,2012,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Jamie Chung",Action,3128
Price Check,https://en.wikipedia.org/wiki/Price_Check,2012,Michael Walker,"Parker Posey, Eric Mabius, Annie Parisse, Josh Pais, Edward Herrmann, Remy Auberjonois, Jayce Bartók, Samrat Chakrabarti, Cheyenne Jackson, Stephen Kunken, Amy Schumer, Matt Servitto, Mackenzie Smith, Melinda Page Hamilton",Comedy,3129
Project X,https://en.wikipedia.org/wiki/Project_X_(2012_film),2012,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Alexis Knapp, Nichole Bloom, Dax Flame, Miles Teller, Kirby Bliss Blanton",Comedy,3130
Prometheus,https://en.wikipedia.org/wiki/Prometheus_(2012_film),2012,Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron","Action, Horror, Science fiction",3131
Puppet Master X: Axis Rising,https://en.wikipedia.org/wiki/Puppet_Master_X:_Axis_Rising,2012,Charles Band,"Kip Canyon, Jean Louise O'Sullivan, Oto Brezina, Scott Anthony King, Stephanie Sanditz, Brad Potts, Ian Roberts",Horror,3132
The Queen of Versailles,https://en.wikipedia.org/wiki/The_Queen_of_Versailles,2012,Lauren Greenfield,"The ""riches to rags"" trajectory of high-living former model Jackie Siegel and her attempt to build a Florida version of France's Palace of Versailles.",Documentary,3133
Rampart,https://en.wikipedia.org/wiki/Rampart_(film),2012,Oren Moverman,"Woody Harrelson, Ned Beatty, Ben Foster, Anne Heche, Ice Cube, Cynthia Nixon, Sigourney Weaver, Robert Wisdom, Robin Wright, Steve Buscemi",Crime drama,3134
The Raven,https://en.wikipedia.org/wiki/The_Raven_(2012_film),2012,James McTeigue,"John Cusack, Alice Eve, Oliver Jackson-Cohen, Luke Evans, Brendan Gleeson, Kevin McNally, Pam Ferris, Sergej Trifunović, Ian Virgo, Sam Hazeldine, Brendan Coyle, M. Emmet Walsh",Thriller,3135
Red Dawn,https://en.wikipedia.org/wiki/Red_Dawn_(2012_film),2012,Dan Bradley,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki, Isabel Lucas, Connor Cruise, Jeffrey Dean Morgan","Action, War",3136
Red Hook Summer,https://en.wikipedia.org/wiki/Red_Hook_Summer,2012,Spike Lee,"Clarke Peters, Nate Parker, Thomas Jefferson Byrd, introducing Toni Lysaith and Jules Brown, Heather Simms, James Ransone, De'Adre Aziza, Isiah Whitlock, Jr., Spike Lee",Dramedy,3137
Red Lights,https://en.wikipedia.org/wiki/Red_Lights_(2012_film),2012,Rodrigo Cortés,"Cillian Murphy, Sigourney Weaver, Toby Jones, Joely Richardson, Elizabeth Olsen and Robert De Niro, Leonardo Sbaraglia, Burn Gorman, Karen David, Craig Roberts",Psychological thriller,3138
Red Tails,https://en.wikipedia.org/wiki/Red_Tails,2012,Anthony Hemingway,"Cuba Gooding, Jr., Terrence Howard, Daniela Ruah, Bryan Cranston, Nate Parker, David Oyelowo, Ryan Early, Method Man, Elijah Kelley, Ne-Yo, Tristan Wilds, Kevin Phillips, Robert Kazinsky, Lee Tergesen, Andre Royo, Marcus T. Paulk, Michael B. Jordan","Action drama, War",3139
The Reluctant Fundamentalist,https://en.wikipedia.org/wiki/The_Reluctant_Fundamentalist_(film),2012,Mira Nair,"Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland, Om Puri, Shabana Azmi",Political thriller,3140
Resident Evil: Retribution,https://en.wikipedia.org/wiki/Resident_Evil:_Retribution,2012,Paul W. S. Anderson,"Milla Jovovich, Michelle Rodriguez, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing, Oded Fehr, Mika Nakashima",Science fiction Thriller,3141
Rise of the Guardians,https://en.wikipedia.org/wiki/Rise_of_the_Guardians,2012,"Peter Ramsey, William Joyce (co-director)","Chris Pine, Isla Fisher, Hugh Jackman, Alec Baldwin, Jude Law, Dakota Goyo","Action-adventure, Animated, Family",3142
Robot & Frank,https://en.wikipedia.org/wiki/Robot_%26_Frank,2012,Jake Schreier,"Frank Langella, James Marsden, Liv Tyler, Jeremy Strong, Jeremy Sisto, Peter Sarsgaard (voice), Susan Sarandon",Dramedy,3143
Rock of Ages,https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film),2012,Adam Shankman,"Julianne Hough, Diego Boneta, Russell Brand, Paul Giamatti, Catherine Zeta-Jones, Malin Åkerman, Mary J. Blige, Alec Baldwin, Tom Cruise","Musical, Romantic comedy",3144
Ruby Sparks,https://en.wikipedia.org/wiki/Ruby_Sparks,2012,Jonathan Dayton and Valerie Faris,"Paul Dano, Zoe Kazan, Antonio Banderas, Annette Bening, Steve Coogan, Elliott Gould, Chris Messina, Alia Shawkat, Deborah Ann Woll",Romantic comedy,3145
Safe,https://en.wikipedia.org/wiki/Safe_(2012_film),2012,Boaz Yakin,"Jason Statham, Catherine Chan, Chris Sarandon, Anson Mount, Robert John Burke, James Hong, Reggie Lee, Danny Hoch, Danni Lang, Igor Jijikine, David Kim",Action,3146
Safe House,https://en.wikipedia.org/wiki/Safe_House_(2012_film),2012,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick",Action thriller,3147
Safety Not Guaranteed,https://en.wikipedia.org/wiki/Safety_Not_Guaranteed,2012,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni, Jenica Bergere, Kristen Bell, Jeff Garlin, Mary Lynn Rajskub",Comedy,3148
Samsara,https://en.wikipedia.org/wiki/Samsara_(2011_film),2012,Ron Fricke,Exploring the wonders of the world from the mundane to the miraculous.,Documentary,3149
Savages,https://en.wikipedia.org/wiki/Savages_(2012_film),2012,Oliver Stone,"Taylor Kitsch, Aaron Johnson, Blake Lively, Uma Thurman, Salma Hayek, Benicio del Toro, Emile Hirsch, John Travolta, Joel David Moore, Demián Bichir, Mía Maestro, Trevor Donovan, Sandra Echeverría, Gillian Zinser",Crime thriller,3150
Seeking a Friend for the End of the World,https://en.wikipedia.org/wiki/Seeking_a_Friend_for_the_End_of_the_World,2012,Lorene Scafaria,"Steve Carell, Keira Knightley, Adam Brody, Derek Luke, William Petersen, Connie Britton, Patton Oswalt, Melanie Lynskey, Rob Corddry, Melinda Dillon, Rob Huebel, Gillian Jacobs, T. J. Miller, Amy Schumer, Jim O'Heir",Comedy,3151
The Sessions,https://en.wikipedia.org/wiki/The_Sessions_(film),2012,Ben Lewin,"John Hawkes, Helen Hunt, Moon Bloodgood, Annika Marks, Rhea Perlman, Adam Arkin, William H. Macy, W. Earl Brown, Blake Lindsley, Robin Weigert, Rusty Schwimmer, Jenni Baird",Drama,3152
Silent Hill: Revelation 3D,https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,2012,Michael J. Bassett,"Adelaide Clemens, Kit Harington, Deborah Kara Unger, Martin Donovan, Malcolm McDowell, Carrie-Anne Moss, Sean Bean, Radha Mitchell, Heather Marks",Horror thriller,3153
Silent House,https://en.wikipedia.org/wiki/Silent_House_(film),2012,Chris Kentis and Laura Lau,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Haley Murphy",Horror,3154
Silver Linings Playbook,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,2012,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, Julia Stiles, Chris Tucker","Comedy-drama, Romance",3155
Sinister,https://en.wikipedia.org/wiki/Sinister_(film),2012,Scott Derrickson,"Ethan Hawke, Juliet Rylance, Fred Thompson, James Ransone, Clare Foley, Michael Hall D'Addario, Vincent D'Onofrio",Supernatural horror,3156
Sleepwalk with Me,https://en.wikipedia.org/wiki/Sleepwalk_with_Me,2012,Mike Birbiglia,"Mike Birbiglia, Lauren Ambrose, Cristin Milioti, James Rebhorn, Carol Kane, Marylouise Burke, Loudon Wainwright III, Aya Cash, David Wain, Marc Maron, Sondra James, Kristen Schaal, Jessi Klein, Wyatt Cenac",Comedy,3157
Smashed,https://en.wikipedia.org/wiki/Smashed_(film),2012,James Ponsoldt,"Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally, Kyle Gallner, Mary Kay Place, Octavia Spencer, Bree Turner, Mackenzie Davis, Patti Allison, Richmond Arquette, Natalie Dreyfuss",Dramatic comedy,3158
Snow White & the Huntsman,https://en.wikipedia.org/wiki/Snow_White_%26_the_Huntsman,2012,Rupert Sanders,"Kristen Stewart, Charlize Theron, Chris Hemsworth, Sam Claflin, Ian McShane, Bob Hoskins, Ray Winstone, Nick Frost, Toby Jones, Johnny Harris, Eddie Marsan, Brian Gleeson, Lily Cole, Sam Spruell, Vincent Regan, Noah Huntley","Action, Fantasy",3159
Sound of My Voice,https://en.wikipedia.org/wiki/Sound_of_My_Voice,2012,Zal Batmanglij,"Christopher Denham, Nicole Vicius, Brit Marling, Avery Pohl",Psychological thriller,3160
Sparkle,https://en.wikipedia.org/wiki/Sparkle_(2012_film),2012,Salim Akil,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, Cee Lo Green","Drama, Musical",3161
Star Wars: Episode I – The Phantom Menace 3D,https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace,2012,George Lucas,"Liam Neeson, Ewan McGregor, Jake Lloyd, Ahmed Best, Pernilla August, Ian McDiarmid, Anthony Daniels, Kenny Baker, Frank Oz, Ray Park, Silas Carson, Sofia Coppola, Keira Knightley, Samuel L. Jackson",Sci-fi,3162
Step Up Revolution,https://en.wikipedia.org/wiki/Step_Up_Revolution,2012,Scott Speer,"Ryan Guzman, Kathryn McCormick, Misha Gabriel, Cleopatra Coleman, Stephen ""tWitch"" Boss, Adam G. Sevani, Tommy Dewey and Peter Gallagher","Dance, Drama, Romance",3163
Stolen,https://en.wikipedia.org/wiki/Stolen_(2012_film),2012,Simon West,"Nicolas Cage, Danny Huston, Malin Åkerman, Sami Gayle, Mark Valley and Josh Lucas",Action thriller,3164
The Swan Princess Christmas,https://en.wikipedia.org/wiki/The_Swan_Princess_Christmas,2012,Richard Rich,"Yuri Lowenthal, Elle Deets, David Lodge, G. K. Bowes, Doug Stone, Brian Nissen, Clayton James Mackay, James Arrington, Joey Lotsko","Animated, Family, 3D",3165
Taken 2,https://en.wikipedia.org/wiki/Taken_2,2012,Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen and Rade Šerbedžija, Leland Orser, Jon Gries, D. B. Sweeney, Luke Grimes, Aclan Bates, Kevork Malikyan",Action thriller,3166
The Tall Man,https://en.wikipedia.org/wiki/The_Tall_Man_(2012_film),2012,Pascal Laugier,"Jessica Biel, Jodelle Ferland, William B. Davis, Samantha Ferris, Colleen Wheeler, Garwin Sanford, Janet Wright, Eve Harlow, John Mann, Teach Grant, Ferne Downey, introducing Jakob Davies and Stephen McHattie","Horror, Mystery",3167
Ted,https://en.wikipedia.org/wiki/Ted_(film),2012,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Patrick Warburton, Jessica Stroup, Laura Vandervoort, Ralph Garman",Comedy,3168
That's My Boy,https://en.wikipedia.org/wiki/That%27s_My_Boy_(2012_film),2012,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Eva Amurri, Susan Sarandon, James Caan, Milo Ventimiglia, Will Forte, Colin Quinn, Todd Bridges, Vanilla Ice, Ian Ziering, Rex Ryan, Luenell, Ciara, Peggy Stewart, Tony Orlando, Alan Thicke, Dan Patrick, Blake Clark, Nick Swardson, Ana Gasteyer, Baron Davis",Comedy,3169
Think Like a Man,https://en.wikipedia.org/wiki/Think_Like_a_Man,2012,Tim Story,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart, Taraji P. Henson, Terrence J, Romany Malco, Gabrielle Union, Steve Harvey, Gary Owen, Chris Brown, Wendy Williams, Tony Rock, La La Anthony, Sherri Shepherd, Tika Sumpter, Keri Hilson, Kelly Rowland, Jenifer Lewis",Romantic comedy,3170
This Is 40,https://en.wikipedia.org/wiki/This_Is_40,2012,Judd Apatow,"Leslie Mann, Paul Rudd, John Lithgow, Megan Fox and Albert Brooks, Iris Apatow, Maude Apatow, Melissa McCarthy, Robert Smigel, Charlyne Yi",Comedy,3171
This Means War,https://en.wikipedia.org/wiki/This_Means_War_(film),2012,McG,"Tom Hardy, Chris Pine, Reese Witherspoon, Chelsea Handler, Abigail Spencer, Til Schweiger, Laura Vandervoort, Leela Savasta, Angela Bassett","Comedy, Spy film",3172
A Thousand Words,https://en.wikipedia.org/wiki/A_Thousand_Words_(film),2012,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ariel Winter, Steve Little, John Witherspoon, Jack McBrayer",Comedy-drama,3173
The Three Stooges,https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film),2012,Farrelly brothers,"Chris Diamantopoulos, Will Sasso, Sean Hayes, Jane Lynch, Larry David, Brian Doyle-Murray, Sofía Vergara, Jennifer Hudson, Lin Shaye, Stephen Collins, Carly Craig, Craig Bierko, Kirby Heyborne, Isaiah Mustafa, Dwight Howard, Kate Upton",Comedy,3174
Thunderstruck,https://en.wikipedia.org/wiki/Thunderstruck_(2012_film),2012,John Whitesell,"Kevin Durant, Taylor Gray, Brandon T. Jackson, Doc Shaw, Jim Belushi","Family, Sports comedy",3175
Titanic 3D,https://en.wikipedia.org/wiki/Titanic_(1997_film),2012,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Francis Fisher, Gloria Stuart, Bill Paxton, Bernard Hill, David Warner, Victor Garber, Jonathan Hyde, Eric Braeden, Bernard Fox, Suzy Amis, Danny Nucci, Lewis Abernathy, Nicholas Cascone",Drama,3176
Tomorrow You're Gone,https://en.wikipedia.org/wiki/Tomorrow_You%27re_Gone,2012,David Jacobson,"Michelle Monaghan, Willem Dafoe, Stephen Dorff",Thriller,3177
Total Recall,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),2012,Len Wiseman,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston, John Cho and Bill Nighy, Bokeem Woodbine","Action thriller, Science fiction",3178
